Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
2370938,MDG_0000000007,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,47.4 [43.5-52.0],47.407712668,43.486192669,52.046555369,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2377468,MDG_0000000007,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,70.3 [62.0-79.4],70.325682477,62.026331336,79.381218412,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2382706,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,27.8 [23.8-32.3],27.751655172,23.815693323,32.329652815,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2384433,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,30.1 [26.8-34.1],30.146138068,26.838070956,34.100359777,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2388934,MDG_0000000007,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,44.7 [37.5-53.1],44.68323817,37.481976823,53.136894891,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2394749,MDG_0000000007,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,27.8 [24.6-31.4],27.801201183,24.632975241,31.422678347,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2400552,MDG_0000000007,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,2.5 [2.3-2.7],2.506883234,2.303541433,2.727646193,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2405623,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_BTSX,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,8.1 [6.5-9.9],8.074821906,6.535755118,9.930559849,,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2416342,MDG_0000000007,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,11.3 [9.6-12.6],11.306737584,9.571716832,12.568383256,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
2423133,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_BTSX,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,8.4 [6.9-10.2],8.42818816,6.882605663,10.206720795,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2423242,MDG_0000000007,COUNTRY,RWA,YEAR,AFR,Africa,SEX,SEX_BTSX,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,32.8 [25.7-41.5],32.798574372,25.693974346,41.528376413,,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2426264,MDG_0000000007,COUNTRY,COL,YEAR,AMR,Americas,SEX,SEX_BTSX,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,14.7 [12.1-17.7],14.689235789,12.147986735,17.672019529,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2432828,MDG_0000000007,COUNTRY,RWA,YEAR,AFR,Africa,SEX,SEX_BTSX,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,44.5 [34.8-56.3],44.504593427,34.802863246,56.262228636,,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2433517,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_MLE,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,116.5 [86.2-160.8],116.466674737,86.237240794,160.846662447,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2441221,MDG_0000000007,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,41.1 [37.6-44.8],41.094411829,37.574905673,44.788705186,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2442153,MDG_0000000007,COUNTRY,BRA,YEAR,AMR,Americas,SEX,SEX_MLE,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,18.5 [17.4-19.5],18.478015639,17.445464833,19.535065215,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2445868,MDG_0000000007,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,12.9 [10.4-17.0],12.940057348,10.409425739,17.022516184,,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2452467,MDG_0000000007,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,31.4 [29.7-33.0],31.400588267,29.725418503,32.982945409,,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2465730,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,117.5 [92.6-151.9],117.471002949,92.563234747,151.887433277,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2465781,MDG_0000000007,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,25.0 [20.4-30.9],25.047519959,20.406757031,30.895032101,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2474970,MDG_0000000007,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_BTSX,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,63.5 [55.3-72.7],63.474700663,55.251927604,72.681576714,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2484463,MDG_0000000007,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,25.0 [20.9-30.0],24.973470383,20.94944951,29.988873128,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2505115,MDG_0000000007,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,41.1 [31.2-54.1],41.103727096,31.213296402,54.142152683,,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2506564,MDG_0000000007,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,3.0 [2.8-3.3],3.03385376,2.831589462,3.254286762,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2514406,MDG_0000000007,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,19.3 [15.0-23.2],19.257518316,15.007383647,23.165031061,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2515246,MDG_0000000007,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2017,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,7.1 [5.3-9.6],7.122699526,5.281273211,9.601570514,,2025-04-15T12:59:44.083+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2521004,MDG_0000000007,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,46.1 [40.7-52.0],46.073819477,40.706656109,51.981286558,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2522091,MDG_0000000007,COUNTRY,RWA,YEAR,AFR,Africa,SEX,SEX_BTSX,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,54.8 [43.5-68.6],54.775215557,43.54217571,68.560799447,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2523248,MDG_0000000007,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,50.2 [42.1-59.2],50.193506938,42.147997036,59.186500057,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2528082,MDG_0000000007,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_BTSX,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,80.0 [64.9-98.8],80.02792136,64.853171677,98.750126725,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2529655,MDG_0000000007,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,60.2 [52.6-68.8],60.211621957,52.625213989,68.802452309,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2546966,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,26.2 [22.6-30.5],26.24970918,22.623145876,30.529364989,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2550421,MDG_0000000007,COUNTRY,BRA,YEAR,AMR,Americas,SEX,SEX_MLE,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,16.0 [13.9-18.2],15.984130253,13.949080512,18.203595413,,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2551228,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_BTSX,2017,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,50.1 [42.2-58.9],50.147043493,42.226236367,58.917173752,,2025-04-15T12:59:44.083+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2565045,MDG_0000000007,COUNTRY,BRA,YEAR,AMR,Americas,SEX,SEX_BTSX,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,16.3 [13.9-19.0],16.336851052,13.868846132,19.022628947,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2566215,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,135.6 [114.1-162.7],135.592711916,114.071903204,162.716972452,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2568020,MDG_0000000007,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,27.8 [23.9-32.1],27.819743936,23.88504013,32.137278432,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2582640,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,99.2 [82.6-120.0],99.191555559,82.604456797,119.983637917,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2588376,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,18.1 [12.4-26.6],18.103765795,12.411333004,26.601550964,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2591555,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_FMLE,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,128.7 [117.8-140.6],128.656486976,117.7572691,140.649709765,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2602961,MDG_0000000007,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_BTSX,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,71.7 [63.4-80.5],71.714879653,63.396197083,80.468416638,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
2604968,MDG_0000000007,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,34.7 [30.5-39.1],34.683415479,30.528628101,39.05607879,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2605378,MDG_0000000007,COUNTRY,MEX,YEAR,AMR,Americas,SEX,SEX_MLE,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,17.2 [16.2-18.3],17.192456981,16.182234016,18.253807489,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2607832,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_MLE,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,37.2 [33.3-41.8],37.248406532,33.279620847,41.821763764,,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2608855,MDG_0000000007,COUNTRY,UGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,49.3 [31.5-75.3],49.276250764,31.513121483,75.292861072,,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2611040,MDG_0000000007,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2014,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,2.9 [2.8-2.9],2.855718579,2.804027334,2.909259983,,2025-04-15T12:59:44.083+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2617557,MDG_0000000007,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,47.9 [42.3-54.2],47.857478793,42.265761119,54.230685086,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2619609,MDG_0000000007,COUNTRY,UGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,76.8 [68.3-86.2],76.769646331,68.346138882,86.176645591,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2625498,MDG_0000000007,COUNTRY,COL,YEAR,AMR,Americas,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,17.2 [14.6-20.1],17.154830641,14.626953857,20.113340367,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2633860,MDG_0000000007,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,4.8 [4.7-4.9],4.763639175,4.670281943,4.862022457,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2635915,MDG_0000000007,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,45.6 [43.8-47.5],45.58495218,43.766669542,47.480400909,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2641969,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_BTSX,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,12.7 [10.6-15.3],12.700947276,10.584691688,15.337504482,,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2645212,MDG_0000000007,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,74.9 [67.5-82.8],74.860193224,67.494539148,82.779266016,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2645860,MDG_0000000007,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,81.4 [76.4-87.0],81.373982671,76.380715352,86.959530984,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2651787,MDG_0000000007,COUNTRY,COL,YEAR,AMR,Americas,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,10.5 [7.7-14.2],10.54761709,7.748841601,14.234799853,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2653598,MDG_0000000007,COUNTRY,BRA,YEAR,AMR,Americas,SEX,SEX_BTSX,2017,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,17.1 [14.8-19.5],17.084137654,14.786259263,19.517779452,,2025-04-15T12:59:44.083+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2663933,MDG_0000000007,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_BTSX,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,30.2 [24.0-37.8],30.152049796,23.97395784,37.755114554,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2668762,MDG_0000000007,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2014,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,2.5 [2.3-2.7],2.528039019,2.344553,2.721553809,,2025-04-15T12:59:44.083+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2676676,MDG_0000000007,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,24.9 [21.3-29.3],24.919168961,21.3037898,29.251687944,,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2678641,MDG_0000000007,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,13.6 [10.2-18.3],13.60607305,10.195435104,18.253233385,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2680288,MDG_0000000007,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,43.9 [38.6-49.7],43.908830142,38.624415312,49.736720772,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2685109,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_BTSX,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,34.9 [32.5-37.4],34.919769689,32.532531085,37.358859288,,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2687586,MDG_0000000007,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,2.2 [2.2-2.3],2.246870683,2.164282147,2.332081246,,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2691760,MDG_0000000007,COUNTRY,RWA,YEAR,AFR,Africa,SEX,SEX_BTSX,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,38.7 [31.9-46.7],38.728804778,31.941152624,46.650654568,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
2694948,MDG_0000000007,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,24.7 [21.9-27.8],24.659365298,21.926964358,27.845927784,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
2698983,MDG_0000000007,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,27.8 [24.1-31.9],27.773977281,24.068426565,31.864098885,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2700268,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_BTSX,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,39.2 [33.1-46.2],39.248574432,33.063207959,46.151900211,,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2706208,MDG_0000000007,COUNTRY,COL,YEAR,AMR,Americas,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,16.9 [12.9-22.1],16.943399365,12.94267065,22.053834258,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
2722245,MDG_0000000007,COUNTRY,BRA,YEAR,AMR,Americas,SEX,SEX_BTSX,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,12.3 [10.2-14.6],12.268369721,10.227749135,14.553072947,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
