Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
5125629,MDG_0000000003,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,110.8,110.7751465,,,Kenya 2014 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5144605,MDG_0000000003,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2014,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,2.0,2.029648542,,,Kenya 2015 Malaria Indicators Survey,2025-05-06T16:35:10.26+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5177942,MDG_0000000003,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2018,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,3.0,2.988654375,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5178359,MDG_0000000003,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,40.2,40.1729126,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5220321,MDG_0000000003,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,2.4,2.431262016,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5239401,MDG_0000000003,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,1.3,1.292536974,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5254895,MDG_0000000003,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,1.0,0.966705382,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5271175,MDG_0000000003,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.1,0.079521582,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5299519,MDG_0000000003,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2018,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0,0.0,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5308693,MDG_0000000003,COUNTRY,COL,YEAR,AMR,Americas,SEX,2014,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,68.9,68.88673401,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5339784,MDG_0000000003,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.4,0.373113155,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5373098,MDG_0000000003,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,7.8,7.785407543,,,Bangladesh 2017-2018 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5373910,MDG_0000000003,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,27.0,26.97403908,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
5390164,MDG_0000000003,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.3,0.300938934,,,India 2019-2021 National Family Health Survey,2025-05-06T16:35:10.26+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5402884,MDG_0000000003,COUNTRY,POL,YEAR,EUR,Europe,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.0,0.039999999,,,Registration Eurostat,2025-05-06T16:35:10.26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5405504,MDG_0000000003,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,4.8,4.800000191,,,Registration National Statistics,2025-05-06T16:35:10.26+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5411577,MDG_0000000003,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,53.4,53.40000153,,,Registration National Statistics,2025-05-06T16:35:10.26+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5426933,MDG_0000000003,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,111.4,111.4173431,,,Uganda 2018-2019 Malaria Indicators Survey,2025-05-06T16:35:10.26+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5431026,MDG_0000000003,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0,0.0,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5433260,MDG_0000000003,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.7,0.731311142,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5452507,MDG_0000000003,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,10.6,10.60000038,,,India Sample Registration System,2025-05-06T16:35:10.26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5464024,MDG_0000000003,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,4.9,4.866627216,,,Bangladesh 2019 Multiple Indicator Cluster Survey,2025-05-06T16:35:10.26+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5469864,MDG_0000000003,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.5,0.533708632,,,Egypt 2014 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5472664,MDG_0000000003,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0,0.0,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5508756,MDG_0000000003,COUNTRY,COL,YEAR,AMR,Americas,SEX,2018,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,2.8,2.807258606,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5573788,MDG_0000000003,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.9,0.917477071,,,Afghanistan 2015 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5596645,MDG_0000000003,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,28.1,28.13318443,,,India Sample Registration System,2025-05-06T16:35:10.26+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5605616,MDG_0000000003,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0,0.0,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
5616189,MDG_0000000003,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,47.0,47.0,,,Philippines 2017 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5617804,MDG_0000000003,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,111.7,111.671051,,,Bangladesh 2019 Multiple Indicator Cluster Survey,2025-05-06T16:35:10.26+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5622144,MDG_0000000003,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2016,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,1.3,1.299999952,,,Registration National Statistics,2025-05-06T16:35:10.26+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5630696,MDG_0000000003,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,64.2,64.17591095,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5650144,MDG_0000000003,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,1.7,1.670676351,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5696280,MDG_0000000003,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,43.6,43.58792877,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5780228,MDG_0000000003,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.4,0.40466103,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5791738,MDG_0000000003,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,44.8,44.79999924,,,Registration National Statistics,2025-05-06T16:35:10.26+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5798801,MDG_0000000003,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0,0.0,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5817032,MDG_0000000003,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,13.0,13.0,,,0,2025-05-06T16:35:10.26+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5823105,MDG_0000000003,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,2.4,2.421304226,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5845338,MDG_0000000003,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,47.5,47.50669479,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
5845341,MDG_0000000003,COUNTRY,KEN,YEAR,AFR,Africa,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,2.1,2.067003012,,,Kenya 2014 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5858347,MDG_0000000003,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0,0.0,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
5904740,MDG_0000000003,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.1,0.050000001,,,Registration Eurostat,2025-05-06T16:35:10.26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5924863,MDG_0000000003,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,150.8,150.7654266,,,Madagascar 2018 Multiple Indicator Cluster Survey,2025-05-06T16:35:10.26+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5928426,MDG_0000000003,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.1,0.111237772,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
5932362,MDG_0000000003,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,1.4,1.418861628,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5934315,MDG_0000000003,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0,0.0,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5937521,MDG_0000000003,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0,0.0,,,India 2015-2016 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5939323,MDG_0000000003,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,0.8,0.845762193,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
5945550,MDG_0000000003,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,42.8,42.8264122,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
5957621,MDG_0000000003,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0,0.0,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
5981263,MDG_0000000003,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0,0.0,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6000212,MDG_0000000003,COUNTRY,COL,YEAR,AMR,Americas,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,2.6,2.618776798,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6047851,MDG_0000000003,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2016,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,42.5,42.5,,,Registration National Statistics,2025-05-06T16:35:10.26+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6076447,MDG_0000000003,COUNTRY,COL,YEAR,AMR,Americas,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,77.2,77.22853088,,,Colombia 2015 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6077064,MDG_0000000003,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,79.0,78.97051239,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6087699,MDG_0000000003,COUNTRY,TUR,YEAR,EUR,Europe,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,17.3,17.32999992,,,Registration Eurostat,2025-05-06T16:35:10.26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6090455,MDG_0000000003,COUNTRY,BRA,YEAR,AMR,Americas,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,47.1,47.05467606,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6112360,MDG_0000000003,COUNTRY,UGA,YEAR,AFR,Africa,SEX,2014,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,2.4,2.38136816,,,Uganda 2016 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6123172,MDG_0000000003,COUNTRY,POL,YEAR,EUR,Europe,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,9.4,9.399999619,,,Registration Eurostat,2025-05-06T16:35:10.26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6132763,MDG_0000000003,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,113.0,113.0,,,Bangladesh 2014 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6142777,MDG_0000000003,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,123.1,123.1386871,,,Nigeria 2013 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6149611,MDG_0000000003,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,140.5,140.5444946,,,Nigeria 2018 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6163772,MDG_0000000003,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,1.0,1.035861611,,,South Africa 2016 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6197592,MDG_0000000003,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2021,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0,0.0,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6235624,MDG_0000000003,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2018,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.4,0.40556109,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6276124,MDG_0000000003,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,16.7,16.74299049,,,Madagascar 2018 Multiple Indicator Cluster Survey,2025-05-06T16:35:10.26+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6293378,MDG_0000000003,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,30.7,30.70000076,,,India Sample Registration System,2025-05-06T16:35:10.26+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6302206,MDG_0000000003,COUNTRY,POL,YEAR,EUR,Europe,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,8.1,8.149999619,,,Registration Eurostat,2025-05-06T16:35:10.26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6322426,MDG_0000000003,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,41.4,41.38555145,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6354865,MDG_0000000003,COUNTRY,POL,YEAR,EUR,Europe,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.0,0.039999999,,,Registration Eurostat,2025-05-06T16:35:10.26+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6359015,MDG_0000000003,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2012,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,9.9,9.931135178,,,Nigeria 2016-2017 Multiple Indicator Cluster Survey,2025-05-06T16:35:10.26+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6365314,MDG_0000000003,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,0.7,0.744045973,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6369372,MDG_0000000003,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,37.1,37.11891556,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6375765,MDG_0000000003,COUNTRY,POL,YEAR,EUR,Europe,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,15.3,15.26000023,,,Registration Eurostat,2025-05-06T16:35:10.26+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6377417,MDG_0000000003,COUNTRY,CHL,YEAR,AMR,Americas,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.4,0.380439758,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6387808,MDG_0000000003,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.0,0.032738846,,,Pakistan 2012-2013 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6403639,MDG_0000000003,COUNTRY,MDG,YEAR,AFR,Africa,SEX,2014,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,148.8,148.7673492,,,Madagascar 2018 Multiple Indicator Cluster Survey,2025-05-06T16:35:10.26+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6447795,MDG_0000000003,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,50.1,50.09999847,,,Registration National Statistics,2025-05-06T16:35:10.26+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6453400,MDG_0000000003,COUNTRY,GHA,YEAR,AFR,Africa,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,0.9,0.864289761,,,Ghana 2019 Malaria Indicators Survey,2025-05-06T16:35:10.26+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
6459795,MDG_0000000003,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,2.4,2.416657686,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6461071,MDG_0000000003,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS15-19,,,,,69.7,69.71321106,,,Registration National Statistics & WPP2024,2025-05-06T16:35:10.26+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
6482794,MDG_0000000003,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS10-14,,,,,1.4,1.412284613,,,Philippines 2017 Demographic and Health Survey,2025-05-06T16:35:10.26+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
